,Score,sentence,Sentiment
5914,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
5915,1,rt it s another day for you and me in paradise demonetization currencyban acchedin via t co skuu ei  ,Positive
5916,-1,rt demonetization paan shop owner gets fake rs note in ahmedabad t co epvcu t f,Negative
5917,0,rt ed u a u bd ed u b u f i m with you demonetization was a good decision against corruption but why it was not planned and execut  ,Neutral
5918,0,rt stopping supply of condoms will stop prostitution demonetization logic,Neutral
5919,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5920,0,do you support demonetisation demonetization move bt pm blackmoney corruption,Neutral
5921,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5922,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5923,-2,rt joined kerala mps protesting the exclusion of co operative banks from demonetization arrangements of rural savers  ,Negative
5924,3,rt demonetization indiafightscorruption immense courage needed to take such a momentous decision   ,Positive
5925,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
5926,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
5927,0,rt stopping supply of condoms will stop prostitution demonetization logic,Neutral
5928,1,rt we don t know about rest of india but we kashmiris are very happy with demonetization t co wdpsfanki,Positive
5929,-3,rt one cartoon that explains everything that  s happening in demonetization   missed target bad execution severe collateral dama  ,Negative
5930,1,lesser people on atm queue i assume adequate money is now in the system demonetization,Positive
5931,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5932,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5933,-1,rt daily wage earner are the first sufferer of demonetization others will feel the consequences of economic slowdown shor  ,Negative
5934,0,with all the focus on demonetization will gov t make time to reach consensus and pass gst read this thing i wro   t co mfdvdvqlki,Neutral
5935,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5936,1,rt people around him snatched his mike when congress leader praising demonetization in rajasthan epic video must watch a  ,Positive
5937,1,rt a little noticed consequence of demonetization drive of is that valley of kashmir has gone very quiet no  ,Positive
5938,1,rt cpi m opposes co op banks in west bengal but supports them in kerala y pawar u turned on demonetization t co thzav r  ,Positive
5939,0,rt stopping supply of condoms will stop prostitution demonetization logic,Neutral
5940,0,rt demonetization atms re calibrated to dispense new notes t co bc xhizedw,Neutral
5941,-2,rt true whatsapp forwards on demonetization convinced many gullible there is no blunder and modi as messiah will do goo  ,Negative
5942,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5943,2,rt demonetization can t believe people openly supporting black money pm modi can t believe pm allowed   ,Positive
5944,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5945,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
5946,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
5947,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
5948,-1,can t help but notice results of bypolls being termed as referendum on demonetization even bjp would oppose to this,Negative
5949,0,rt watch what thinks about demonetization t co vxt c zy,Neutral
5950,-1,rt demonetization paan shop owner gets fake rs note in ahmedabad t co drxxtew zt,Negative
5951,1,rt patriotism is supporting your country all the time and your government when it deserves it demonetization t   ,Positive
5952,0,truth modi bjp india malaya kingfisher indiafightsblackmoney indiafirst modifightscorruption   t co awakqcy q,Neutral
5953,0,rt live now on wion how is india s demonetization working plastic over paper join this exclusive coverage with   ,Neutral
5954,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
5955,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5956,-1,rt demonetization paan shop owner gets fake rs note in ahmedabad t co drxxtew zt,Negative
5957,0,hardship is general category vs reserved category donation management quota vs merit why are people ignoring these facts demonetization,Neutral
5958,0,rt demonetization succinctly explained by rebel politik notenahipmbadlo u u u u u a u u u e u u pm u a u d u f u e u u mayawatinextupcm bsp   ,Neutral
5959,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
5960,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
5961,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5962,1,demonetization request to waive off credit card service charges to encourage electronic payment paid service charge now,Positive
5963,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5964,-1,people with lots of blackmoney shouting more against demonetization narendramodi media is dividing people in poor and rich sad,Negative
5965,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5966,0,rt india s modi didn t do his homework t co rijenewx y demonetization,Neutral
5967,0,rt pm narendra modi seeks public s view on demonetization asks them to take part in the survey on narendra modi app   ,Neutral
5968,0,what do u expect from to say against demonetization madam,Neutral
5969,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5970,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5971,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5972,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
5973,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
5974,1,demonetization it s just the beginning says pm modi as bjp mps endorse his crusade t co mf evvwa x,Positive
5975,1,rt people who are supporting demonetization will definitely wake up when lay off will start because of economic slowdow  ,Positive
5976,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5977,-1,rt history tells that demonetization failed every where globally its like burning down your house to get rid  ,Negative
5978,1,rt people around him snatched his mike when congress leader praising demonetization in rajasthan epic video must watch a  ,Positive
5979,2,rt demonetization can t believe people openly supporting black money pm modi can t believe pm allowed   ,Positive
5980,-2,rt that wld also have been incomplete there d be no disruption if govt agreed debate on demonetization under  ,Negative
5981,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5982,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5983,1,rt when the pmo acts like a pro demonetization,Positive
5984,0,going by the tweets about s feedback request about demonetization one can expect should there be elections in too,Neutral
5985,2,rt demonetization can t believe people openly supporting black money pm modi can t believe pm allowed   ,Positive
5986,-1,when bank cannot serve their customers then how come private non banking concern can serve demonetization,Negative
5987,-3,rt modiji dead tragically post over hyped demonetization drive do u feel the pain of these families then apologize   ,Negative
5988,-1,on th nov i had a seizure a few yards away frm atm can i blame demonetization,Negative
5989,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
5990,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5991,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
5992,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5993,-1,rt demonetization effect as said earlier mass surrender of naxals and maoists are coming more to come nomoneyyaar ht  ,Negative
5994,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5995,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
5996,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
5997,0,rt voices from the ground in up on demonetization women complain yet support move in jaunpur t co cqfanzbhd,Neutral
5998,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
5999,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6000,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
6001,0,rt i had to share this ed u a u bd ed u b u just today had an animated debate with friends over economists opinion on demonetization   ,Neutral
6002,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6003,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6004,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6005,-1,demonetization demonetisation raga withdrew rs from atm amp dead terrorists had rs requires    t co pso liavfw,Negative
6006,-1,continue with your rants against demonetization people of bengal has answered you lol salaam t co iqvxyqvtih,Negative
6007,-1,rt toon cheating hai ji modi bjp india modifightscorruption demonetization blackmoney noteban notebandi indiafightsco  ,Negative
6008,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6009,1,demonetization can t believe people openly supporting black money pm modi can t believe pm allowed massacre in days,Positive
6010,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6011,-2,rt farmers in surat protesting against demonetization as cash crunch has almost crippled rural economy in south guj   ,Negative
6012,1,rt aim of demonetization laudable but govt has no road map create institutional architecture needed says htt  ,Positive
6013,1,rt happy people cartoon demonetization cashchaos t co yn y qrv,Positive
6014,-3,rt one cartoon that explains everything that  s happening in demonetization   missed target bad execution severe collateral dama  ,Negative
6015,0,even the periods of liberals is happening due to demonetization,Neutral
6016,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6017,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
6018,-1,rt demonetization paan shop owner gets fake rs note in ahmedabad t co drxxtew zt,Negative
6019,0,modi s demonetization was actually a strategy to bring whole of india on line atm banks digitalindia,Neutral
6020,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6021,0,we should have at least minutes to hour session on news channels for what a commonman should do in this demonetization,Neutral
6022,0,rt politicians reaction if modi withdraws demonetization scheme today ed u a u bd ed u b u ed u a u bd ed u b u t co oo mptvdqt,Neutral
6023,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6024,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6025,-1,rt we elected u taking bold decisions in national interest bigger cry against demonetization means bigger lo  ,Negative
6026,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6027,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6028,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
6029,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6030,0,rt so a story that tells you the flipside of the digital revolution and demonetization are busy celebrating my phone go  ,Neutral
6031,-2,demonetisation demonetization reality rip to the people who died because of this step t co zwpql frwn,Negative
6032,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
6033,-2,we elected u takng bld decisions in national intrst biger cry against demonetization mean biger loss of blk money,Negative
6034,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6035,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6036,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6037,-1,rt demonetization is a big time gamble which may result in a major economic slowdown apart from its immediate disruptive  ,Negative
6038,-1,rt demonetization effect as said earlier mass surrender of naxals and maoists are coming more to come nomoneyyaar ht  ,Negative
6039,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6040,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
6041,1,rt delhiites least affected by demonetization amp long queues at atms they are doing online transactions with free wi fi  ,Positive
6042,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6043,-5,rt demonetization bulletin severe liquidity crisis continues dire shortage of reconfigured atms useless bcoz   ,Negative
6044,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6045,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6046,1,rt cpi m opposes co op banks in west bengal but supports them in kerala y pawar u turned on demonetization t co thzav r  ,Positive
6047,0,stopping supply of condoms will stop prostitution demonetization logic,Neutral
6048,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6049,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6050,1,rt indiafightscorruption the honest feel vindicated by the historic move on demonetization ji bjp parliamenta  ,Positive
6051,0,bigbazar miniatm at all stores across india demonetization t co egjznd zh,Neutral
6052,1,rt it has been a hot wintersession till now in both the houses of parliament over demonetization debate will pm modi co  ,Positive
6053,1,rt do u support demonetization indiragandhi assam worldtoiletday confusedmodisarkar oppositionxposed jioatyo  ,Positive
6054,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6055,1,question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
6056,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6057,0,rt thanks hon pm for the decision on demonetization and blackmoney t co awgwjac w,Neutral
6058,3,rt demonetization indiafightscorruption immense courage needed to take such a momentous decision   ,Positive
6059,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6060,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6061,0,this despite the colossal cluster fuck due to bjp s unplanned demonetization is something not even worth spitting on,Neutral
6062,-1,rt strange that while everyone from the pm down is touting demonetization and digitization my own digital experience is going  ,Negative
6063,1,it has been a hot wintersession till now in both the houses of parliament over demonetization debate will pm   t co ziyikncm x,Positive
6064,1,the classical example of echo chamber is this feedback which our honorable pm has asked for his demonetization t co mlucuwgnuv,Positive
6065,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6066,1,bjp haa passed litmus test as it has performed well in bypolls therby watering down the dreams of khangress amp aaptards demonetization,Positive
6067,0,rt more questions no answers demonetization t co rf v n,Neutral
6068,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6069,0,rt how startups amp smes are impacted by demonetization survey localcircles rsardana sangwan sujata babubeg   t c  ,Neutral
6070,0,especially in the current situation of demonetization,Neutral
6071,1,rt india demonetization amp markets net foreign outflow b stocks bonds since nov nifty msci india eps cut  ,Positive
6072,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6073,1,rt is the demonetization of u b amp u b notes good for india,Positive
6074,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6075,1,it s not important to download paytm for everything haha you can transact specifically from the sites too demonetization gyaan,Positive
6076,0,demonetization effect govt extends parking fee waiver at airports till nov th ed u a u bd ed u b u d ed u a u bd ed u b u c t co ceu e axhf,Neutral
6077,-1,rt demonetization effect as said earlier mass surrender of naxals and maoists are coming more to come nomoneyyaar ht  ,Negative
6078,0,rt demonetization effect here comes another batch of maoists keep on watching more to come nomoneyyaar t co   ,Neutral
6079,-1,rt demonetization effect as said earlier mass surrender of naxals and maoists are coming more to come nomoneyyaar ht  ,Negative
6080,0,rt watch what thinks about demonetization t co vxt c zy,Neutral
6081,0,nris can get all your banking and demonetization queries answered here t co hi zfrjrtz t co xggwxfieru,Neutral
6082,0,rt so a story that tells you the flipside of the digital revolution and demonetization are busy celebrating my phone go  ,Neutral
6083,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6084,0,reqst you waive off credit amp debit card transction chrges of demonetization blackmoney india,Neutral
6085,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
6086,-2,rt demonetization citibank sets new limits of inefficiency handling only customers per hour at the nehru pl branch,Negative
6087,1,rt india demonetization amp markets net foreign outflow b stocks bonds since nov nifty msci india eps cut  ,Positive
6088,-1,for rubbish whatsapp messages and claiming that modi s demonetization move is being hailed by the entire world   t co ae oze n,Negative
6089,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6090,0,ne pics of ur party workers helping poor n ordinary pple standing in long qs demonetization,Neutral
6091,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6092,-1,rt strange that while everyone from the pm down is touting demonetization and digitization my own digital experience is going  ,Negative
6093,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6094,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6095,-1,toon cheating hai ji modi bjp india modifightscorruption demonetization blackmoney noteban notebandi   t co sjj mjbjts,Negative
6096,-1,strange that while everyone from the pm down is touting demonetization and digitization my own digital experience is going off the rails,Negative
6097,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6098,1,dy my classmate gave me change of old u b to u b notes krare notes ed u a u bd ed u b u wow khrch kr diye aj se pkka dost wo   t co euemqmb pe,Positive
6099,0,rt crore wedding of janardhan reddy amp million views of kriti are the only two not affected by demonetization http  ,Neutral
6100,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6101,0,rt key info graphics related to demonetization so far in one place courtesy various sources t co tj rssjt,Neutral
6102,0,lonertwiner t co kxhcxtiqll world will see demonetization as big initiative amp indians as change india was looking for long time   ,Neutral
6103,0,rt minor inconvenience for major convenience of vijay mallya and friends demonetization t co rmd fpfaw,Neutral
6104,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6105,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6106,-1,rt thousands of farmers took out a protest rally in surat against demonetization u u u u u f u u d u e u u c u u u u u b u u u u achedin   ,Negative
6107,0,t co fa k rcoqb world will see demonetization as big initiative amp indians as change india was looking for long time lionheartpm,Neutral
6108,-3,rt one cartoon that explains everything that  s happening in demonetization   missed target bad execution severe collateral dama  ,Negative
6109,2,rt india will get windfall profit of whooping lakh crores in days due to demonetization why people like ak pappu amp mamata  ,Positive
6110,0,airtel dth has changed every channel s number without enough prior notice this is more painful than demonetization s side effects,Neutral
6111,0,narendra modi may get casted in rudaali returns demonetization,Neutral
6112,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6113,-1,toon cheating hai ji modi bjp india modifightscorruption demonetization blackmoney noteban link t co tdl kvpwcc,Negative
6114,0,rt riding the demonetization wave to growth hacking at the hq t co gdwwnayilh hats off amp team what  ,Neutral
6115,1,very sad people are getting beaten like cattle we are told that it is all for the good of the country demonetization,Positive
6116,1,rt india demonetization amp markets net foreign outflow b stocks bonds since nov nifty msci india eps cut  ,Positive
6117,1,rt are the common people happy with demonetization subscribe t co lsptmjbdsp amp watch it on onpoint tomorrow n  ,Positive
6118,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6119,0,rt ed u a u bd ed u b u f i m with you demonetization was a good decision against corruption but why it was not planned and execut  ,Neutral
6120,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
6121,-1,feeling the heat of demonetization but can t resist from dance classes no issue we are here again to let you t co m ofhzpbgm,Negative
6122,-1,rt demonetization paan shop owner gets fake rs note in ahmedabad t co epvcu t f,Negative
6123,1,rt india demonetization amp markets net foreign outflow b stocks bonds since nov nifty msci india eps cut  ,Positive
6124,0,rt this delhi based startup is offering paid manpower to stand in atm queues demonetization atmwithcash ht  ,Neutral
6125,0,rt migrantworkers under immense pressure effect of demonetization not a single news of bigcorporates in distress   ,Neutral
6126,0,rt ed u a u bd ed u b u f i m with you demonetization was a good decision against corruption but why it was not planned and execut  ,Neutral
6127,1,rt india demonetization amp markets net foreign outflow b stocks bonds since nov nifty msci india eps cut  ,Positive
6128,1,ed u a u bd ed u b u f i m with you demonetization was a good decision against corruption but why it was not planned and executed properly,Positive
6129,1,india demonetization amp markets net foreign outflow b stocks bonds since nov nifty msci india eps   t co xk ygycbc,Positive
6130,-3,one cartoon that explains everything that  s happening in demonetization   missed target bad execution severe coll   t co j wb ajo l,Negative
6131,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
6132,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6133,-1,demonetization of high value currency is just beginning of government  s deep and continuous struggle against black money pm narendra modi,Negative
6134,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6135,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6136,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6137,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6138,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6139,0,rt must watch delhities standing in long bank que s praising pm modi s demonetization amp cursing thug htt  ,Neutral
6140,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6141,-1,my st visit to atm after demonetization no at the icici atm in bengalur it had k notes difficulty paying with k note,Negative
6142,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6143,0,rt a housewife s view on demonetization t co nfwuizujod,Neutral
6144,0,pm narendra modi seeks public s view on demonetization asks them to take part in the survey on narendra modi t co zcwy dgjm,Neutral
6145,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6146,2,rt sikh community starts free langar at mangalore railway station to serve travelers affected by demonetization respect  ,Positive
6147,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to  ,Positive
6148,0,rt terrorists raided a bank to get new u b notes gt their old finances are indeed squeezed tight demonetization t  ,Neutral
6149,0,must read tl on demonetization blows mediapimps t co u dfowqbrh,Neutral
6150,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6151,0,rt indore s collector would like you to shut up about demonetization at we think that is a problem   ,Neutral
6152,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6153,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
6154,-1,thanks giving the moral heft to the narrative sorely missing in much of the debates on demonetization,Negative
6155,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
6156,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6157,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
6158,3,rt my humble appeal to all to pl have patience and draw what they need from atms during this demonetization phase my sanda  ,Positive
6159,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6160,0,rt pm modi seeks public s view on demonetization asks them to take part in the survey on narendra modi app t co lf x  ,Neutral
6161,0,irony so called guru is begging on street fr anti demonetization comments whle arnabgoswami is enjoying reputation,Neutral
6162,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6163,-1,politically bankrupt parties making troubled water but things will be settled in favour of pm drive within days demonetization,Negative
6164,1,rt are the common people happy with demonetization subscribe t co lsptmjbdsp amp watch it on onpoint tomorrow n  ,Positive
6165,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6166,1,rt thoughtful analysis on demonetization by a must read article t co nihlskuvtf,Positive
6167,1,rt thoughtful analysis on demonetization by a must read article t co nihlskdkbh,Positive
6168,1,rt aim of demonetization laudable but govt has no road map create institutional architecture needed says htt  ,Positive
6169,-1,rt this is exactly how some people behaving on demonetization since modi did it lets oppose it if sonia gandhi have done i  ,Negative
6170,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
6171,0,rt india s central bank comes up with more rules on demonetization latest on how much cash you get for marriages noteba  ,Neutral
6172,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6173,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6174,0,rt what do think of the demonetisation of notes demonetization poll rbi modi,Neutral
6175,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6176,1,from man ki baat to jan ki baat on demonetization on mankibaat pm supports jankibaat and asks f   t co vuquxxhnpt,Positive
6177,-3,rt difficult to verify but if true points to orchestrated campaign to discredit demonetization with paid fear mongers htt  ,Negative
6178,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6179,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6180,0,rt politicians reaction if modi withdraws demonetization scheme today ed u a u bd ed u b u ed u a u bd ed u b u t co oo mptvdqt,Neutral
